"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Canada","CAN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","48813209493.7315","54969954050.307","62757500555.6117","71065343265.6734","84753778629.8569","94230334447.5029","110619635192.698","114322217301.363","119165006487.245","129618591172.955","145772242473.486","160683126199.016","167283780497.69","183693605972.087","190018531387.538","196508971072.867","208441885570.349","236131975867.27","275187291785.163","308806587837.838","330567363729.859","348705594832.853","341066435012.824","332021548717.154","326446250732.279","336528708831.245","353928126145.948","370553950599.451","360044489383.215","379649323551.188","404073126388.795","405185304752.066","424025998852.992","496262222539.433","559131437355.88","634303515431.589","715122531734.838","800995251838.749","842675726335.52","788356224302.336","918641224143.775","999036217989.817","1021428083244.22","1030526835126.46","1003414735702.54","896119838772.627","893557661823.565","954788574967.297",
"Central Europe and the Baltics","CEB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141933604906.215","137099225865.756","152706906597.062","164694609404.484","183264616483.771","224720193713.053","244615222268.996","243747195123.697","267139019255.189","260113832864.494","257198217258.016","283246331733.866","321186812182.395","381123857447.513","455793766904.935","525897919391.838","587474407015.935","733844828970.392","888918907926.197","750305945662.348","765734681320.096","840722251020.398","791734473969.268","822782333434.86","836403655268.583","722113941747.988","739449695561.103","817509736985.385",
"Switzerland","CHE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","13500376354.9051","16000419361.8617","19650547849.0823","26570738277.3003","30896005471.0838","36911214543.0597","39387960393.663","42688275098.8142","59013957774.0492","67087946111.746","71401861968.1327","65166592505.8548","66870243904.8417","67622720737.4589","63291114950.8448","63464512270.5629","90243872199.6776","112974348444.206","119649906239.322","113178829268.293","142538962640.369","148015730125.523","157436696060.304","153104143949.648","167184844264.093","197450479492.6","193045298139.159","168434495900.227","172635484480.618","170471917654.107","156656564365.23","160939806529.983","174371799178.75","204701600207.916","226767744672.296","232590348699.004","237106970409.954","256902419110.297","294280466069.615","294984198235.456","314398680016.141","371816780406.907","356541174113.373","368131828198.572","376613518832.979","362876112241.467","359066193360.228","364360746155.734",
"Channel Islands","CHI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","3047272727.27273","3416363636.36364","4001818181.81818","4220625000","4407826086.95652","4228125000","4803589743.58974","4774509803.92157","4919130434.78261","5696860465.11628","6106283185.84071","7417459016.39344","8482692307.69231","12940628491.6201","9686970310.39136","5283333604.88798","6794589272.03065","9726408077.99443","10948426816.1718","14665567382.5503","19495512820.5128","24867153846.1538","17759948929.4834","13965807843.635","13470653939.8863","11038287952.2566","11603928886.1245","13245408140.0119","14470242030.9375","16564749953.1748","18758793046.9006","21937068323.6928","27287015279.3866","29311297226.4146","32912247132.1814","40797262897.9006","48880522762.2674","53609792635.0433","52980017252.1671","48682838280.0032","49872347778.8281","45326020197.499","44096717260.5742","47078554107.6078","58919325537.0531","72402146424.8996","84773235851.0207","95780536190.805","107877261850.167","101331240519.067","127461510867.631","151667766482.966","164691144454.771","174402610256.689","164467856700.521","154816538933.209","157974079258.867","172547944352.93",
"China","CHN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","30128361361.6053","33174912665.5293","34068567714.6803","34291981476.9681","36136160532.9434","38650580875.7819","41477780485.8234","43931269802.5835","43732228450.7271","45807945405.8006","49021041514.3391","51263303274.0271","59427197006.8148","72006635166.3818","74801142157.8625","82186256586.7298","81822396208.9214","88696307460.4371","71508130081.3008","87563661930.4348","97370124175","104267103924.603","109432031839.695","123407560586.207","131769541357.143","157396017176.871","153435351014.493","135596414426.009","154982373588.477","177691703627.53","180402259323.136","183701598191.638","193284465832.025","195680898532.657","248832079353.035","336173680299.855","404853639223.257","441823973331.082","468913186002.102","506322895757.583","567594874654.523","612639482396.008","665414641791.712","716972420065.241","804501195756.814","918106565716.413","1054996213393.28","1311775187717.38","1659853733042.15","1854098641758.64","2157327761512.78","2732058981669.89","3145236811683.54","3546959268719.13","3947972254777.48","4271057368125.25","4416330141265.71","4697723209281.23",
"Cote d'Ivoire","CIV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","343952403.616549","395059155.973597","427805035.142904","465964710.117364","521915599.574251","557820534.813999","611775395.394955","669509730.248954","746471536.531662","797428540.324957","833565180.7089","926435345.089003","1091547149.5979","1468442569.22274","1672173387.55745","2352635032.23558","2579613884.88411","3304709385.83855","4334475754.45623","5202574061.12026","6388690788.41497","5359334366.82902","4715977869.87042","4341505038.49727","4082097829.60188","4087806012.51383","5814971714.02509","6817093288.47135","6937513682.47315","6816882283.31363","7765800134.28104","7686387491.05392","8183857388.85753","7864155212.5881","5241034808.96325","7312574303.9545","8345148925.70145","7417550072.00994","8214823651.69493","8306997687.66919","7347147650.84175","7632638667.68253","8155539792.49577","10085321704.0666","11193799253.7359","11623647003.487","12250828615.8028","14528842807.3883","16546514746.4758","16445123460.8035","16692408490.6022","17586395801.6904","18058359683.5506","20043314436.1207","22293534417.5312","21373403247.6319","23581152159.2443","25510886031.2396",
"Cameroon","CMR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","610094771.997997","634952741.314695","694374045.7427","799362805.397447","866831437.54242","817324060.241377","929298019.16419","1077004380.00462","1263644412.96976","1561865451.5446","1981743438.39691","2349761215.12288","2169168438.71938","2798007143.38403","4033532997.29021","4621161217.94412","5461364906.73065","4510881462.15595","4676199438.09928","4822720800.90292","5242085437.69195","6654325043.255","8224452479.6292","8533136734.84149","7704589280.73694","7423409550.75052","8044257924.0164","8051567050.02707","10462915733.7455","7048612357.51596","6352057636.77314","7103891909.9022","7334112567.47549","7245708721.39074","7678412990.5672","6893980314.51328","7052580563.77666","8006091511.44883","10269196909.7401","11843666085.6038","12356178506.34","13438242567.6065","15550931130.6354","18130015433.0465","18134719283.4693","18348849229.8249","20188956146.6696","20128874647.3987","22350202412.7601","24102966131.691","21850670260.0983","22655264755.4806","24341547233.0442",
"Congo, Dem. Rep.","COD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","2930306470.58824","2846936000","3518003809.52381","4320795643.56436","2016209636.36364","3023821818.18182","3949755090.90909","2671142074.92795","3042395808.38323","3882203652.69461","3596825209.58084","4184469161.67665","4603869341.31737","5923255089.82036","7102980898.20359","7747511317.36527","8050578971.28433","9667170718.03853","11643754880.3828","11337769541.4437","11738859305.171","10341586076.4404","11470845067.1885","9267294924.92143","6526186708.93171","5607248301.06945","6324743053.17325","6036741620.14976","6659929663.95586","6764167576.33487","7399386059.92698","7700349498.0086","5903235458.88634","8630231821.22262","4947454295.11152","4568739333.4208","3824057297.69308","5235001304.9626","5774218955.62524","4001048927.27273","16725727465.2174","6736189100.33333","7389082074.68446","8183245497.87443","8790508213.3907","10492838138.0307","11644423570.7348","13330544538.9196","17354066374.8446","15580419619.1949","15109958497.1307","18217142268.3889","23288410924.8224","22930729155.0948","25184272107.3523","26494791557.5777","28978772727.5339","28870323711.9735",
"Congo, Rep.","COG","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","127610032.262268","130359302.587993","137228057.539576","143595969.820148","154919849.577838","159552195.972864","166070765.801354","184552162.717835","199139971.664906","213109107.941715","225033647.479801","245863219.315657","316235191.76217","337387311.801717","312415911.739431","542664448.172942","584639903.459847","564150127.090087","589394811.028092","657667462.96596","797521604.346752","1125743770.65671","864561729.019299","835550715.360646","851571858.57083","1134079664.44603","1099048546.6561","1300084744.69078","1330543461.26641","1258901377.62774","890150069.793788","1039446103.58697","798572375.494821","601524893.97192","697166630.613898","986044999.843734","1165078298.91913","961203996.646047","886421534.776231","868968927.19187","756824325.051269","943339727.585932","897957532.710023","879119446.772481","1651715681.95791","1766814674.10067","2043091083.38444","3039709215.40987","4933356081.3148","4321165184.16566","4636833529.51985","5091276953.35605","4911431733.98631","6344852643.51065","5972864900.94354","5823408422.86619","4422717932.06232","3562350518.28345",
"Colombia","COL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","2943982245.66692","3363767970.14925","3708680301.97647","3637088744.44444","4582541088.88889","4331628571.42857","4136488888.88889","4246038037.59642","4339362988.51563","4715322399.07168","5204888257.55522","5769240441.87365","6310966318.6489","7339309404.922","8786840597.50515","9473768885.29626","10894942078.1092","13623682361.547","16344801611.4593","19765772688.9206","23456851470.9708","26390549980.5466","28399426922.9689","27860381424.7218","26999280990.8994","24066889543.8674","22833597926.087","24051272521.3277","25684110364.461","25812492649.2557","26356867795.1659","27354869056.3147","34014115630.6426","38787561747.0712","53651985662.9922","60494662808.2851","63182878253.5308","68879514083.2703","64313324551.0625","55022565686.7703","69071957891.5885","68947410918.5598","68286667636.7271","65101149050.7692","78314038575.7191","96309766548.5971","105348290744.714","133956165346.945","154851476433.56","147479731203.33","180173536961.721","205358956940.209","226413783903.675","230203544516.323","231555300005.345","183029102394.637","178025977157.361","194387108661.682",
"Comoros","COM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","97842745.4280573","90880950.9176603","82290661.5419495","83812959.1762828","78713274.4253959","83279315.3707259","119958535.15563","146768753.9513","155217950.099666","157784061.157547","196784353.335476","196994376.197473","220137096.432954","206897014.481555","154162307.86448","192636923.408158","195089402.074754","193885921.802794","191893572.915716","203042783.210683","174383991.984756","186121134.811939","203144836.050866","279141684.85698","343758849.388891","372276329.728947","401703046.502033","471450434.176853","513374706.457358","521277043.337958","536306323.460526","580812233.575718","572772859.435538","639132788.636392","625003177.895825","","","",
"Cabo Verde","CPV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","952868829.079752","1087478237.47816","1094001418.54515","1048876485.1283","1170706008.19684","1137884732.89025","1208054991.98681","1205329076.21844","1040890386.21278","1072983634.97245","1200926720.6232",
"Costa Rica","CRI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","390327448.858293","358525492.953031","344190749.011293","376927158.99009","406024525.946978","462022656.603774","479864135.849057","518928301.886792","573252815.09434","620452845.283019","725509403.773585","777490989.767273","867053519.216277","1042155638.80363","1229545977.30139","1404434037.33956","1600676767.79463","2003663908.98483","2381761866.97783","2699941726.95449","3166814515.75263","1578055740.62757","1507665739.02536","2884519056.21718","3320001396.72645","3567231544.55446","3881301186.37993","4225192942.48845","4356460419.58042","4977089545.06226","5397965639.06489","5228356611.94152","6215375041.91253","6995663693.97004","7513031088.06641","8161170739.85415","8490777526.35887","8984205073.08685","9337013491.97092","9642045295.43545","9882378727.40841","10389411317.5419","11098357790.0061","11759067112.5233","12561980430.7179","13902026364.4844","15544746370.93","18463493277.4235","21557334154.0052","20260909591.8631","24373179813.5212","28182537277.3077","30786853327.3414","33032875808.6772","33496920585.4838","35580170582.1809","36469843524.4449","36500611805.7496",
"Caribbean small states","CSS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","3107849900","3774218800","4440618048.26863","5453185524.72859","6230604878.04878","7107769512.19512","7521366869.67113","7756427469.87952","9754973766.23377","10724539589.0411","10798984861.1111","10974353855.4217","11498254941.1765","12212789289.8719","13277762891.292","11823365214.5431","13474821694.2645","14356164822.5868","15274497097.6253","15240865948.994","15440258909.5745","14442730176.0611","13484219189.1892","13854524729.7297","19333090675.6757","21455873739.3081","14897400000","15503100000","16245600000","17589500000","18558100000","19180100000","19608200000","20982900000","21006900000","22559500000","29429900000","30299400000","29829500000","29858000000","32369000000","36469000000","39755000000","41878000000","44432000000","48553900000","","",
"Curacao","CUW","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","397841236.193239","435992729.475916","556506963.505134","716786565.667818","879264670.658683","1440552238.80597","1367357740.58577","1428399260.17263","1455447163.51502","1450522632.10369","1550859117.08253","1890466101.69492","2205573447.01583","2594416060.22585","2716170769.23077","3423109987.1959","3791498989.89899","4385558800.52151","3919519670.20024","4323575238.09524","6078654592.49677","6239146800.50188","5997947548.46066","6457579185.52036","6512513484.35814","6303864278.98209","6509562841.53005","7175480769.23077","8876217440.5436","10710750000","11515731874.145","12534311880.5671","15393101560.3613","18587666617.8409","16525979438.733","16613774834.4371","17842090631.0815","16669664653.7325","16209240573.5528","16233249303.4364","13671287567.9273","13908628318.5841","14870295244.5346",
"Czech Republic","CZE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20067540026.7365","14142536523.3911","17855292670.6756","20402889928.9953","23558113475.7686","29291484551.6202","33232910422.4688","31820963701.867","33664021164.0212","33091885262.0252","31175888380.7698","33680279316.5368","40844752066.3681","49714984579.3896","58218118428.9372","65206324559.4263","73024659668.254","87158970517.944","111658358570.031","100230708702.723","101575065778.278","111818281995.375","102042395607.202","103473257056.722","99899361676.5025","87491315615.6309","91720689173.1081","102167348743.031",
"Germany","DEU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","120210346016.139","139744319857.246","169487198920.444","223408669959.751","248749846043.383","286196820255.982","302618264486.562","351359587635.812","428959324440.117","513216434105.218","560608321174.952","476814268022.501","461794081244.459","459087983531.214","430445752663.047","430290818296.572","599244372061.605","748989310228.509","801552867245.796","801210658483.304","1000556032925.8","1049721862109.61","1200323105823.42","1183500532355.38","1255328431963.36","1468011464446.57","1428076423186.9","1264645838032.93","1268411692786.48","1251678031110.16","1114268472452.55","1118878747203.58","1182526821005.08","1445679458239.28","1617891730816.99","1652221116776.52","1709744072261.95","1895565288803.72","2075192617547.97","1963102250625.17","1915480656070.22","2078990863688.84","1976155267379.8","2075922378274.95","2113733621821.68","1808299001467.34","1852133781345.65","1952624561226.02",
