"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"St. Lucia","LCA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","59332059857.7276","62258036358.2352","73606707251.007","74043262765.9223","82372328686.3022","86627458007.5624","95023418882.4069","98445431092.6499","106786070343.255","117066167901.198","127083534671.767","143467664317.103","161384318933.529","207222069917.437","264733844217.477","273978868847.941","307678356203.833","337430853495.354","382750403523.61","456679604649.894","544289859155.808","633642542698.224","587661710183.205","504617504888.975","514240243178.103","514131501053.993","523670806454.355","530462463897.998","587143789881.604","608828693585.042","764739415824.629","971841885323.824","946325319624.301","1046296532188.14","1194550808654.56","1263804858952.64","1380257675087.49","1507716932650.81","1516552949521.66","1376279799092.19","1516234545229.36","1490893475328.36","1321958733226.28","1349257770705.5","1510173901349.77","1815448381569.65","2094293854024.17","2455044182255.01","2848824176720.87","2725690712981.61","3311495082616.39","3762549232996.82","3854408087436.89","4010025024702.7","4164148247055.95","3614017280332","3515725292231.3","3885759985423.09",
"Least developed countries: UN classification","LDC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","97329411063.8191","105206465002.918","114542456045.59","116435970290.76","117248523269.546","123391466527.357","124889839202.34","113967856974.53","118582549805.49","109814104864.772","125887408026.392","133753992263.464","141309854070.042","145632140474.894","145077620941.506","160198889883.834","155032111128.913","169077383919.46","187066272634.26","211503412775.856","240967585494.253","265946200748.509","324389177713.871","395404760211.455","432759160664.156","454413863952.872","500552234655.863","540381639578.378","592999472509.955","644707501911.272","667007131906.956","664657317683.058","744777256944.23",
"Low income","LIC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94970307350.5396","98321835379.8732","88619315583.9821","91089730480.1504","74529817245.6612","85362552422.1676","94664273778.77","100682141487.112","103552904006.106","103421379814.011","119738357973.639","110213335280.996","120938923758.07","130158622138.738","149227411720.373","172217905305.422","193798713764.186","224791509661.879","271882466096.979","283767403034.36","300541328519.585","322766285983.129","366646276471.019","394100652733.93","411985067409.37","400868939984.159","380230792149.168","",
"Liechtenstein","LIE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1086082584.03361","1045520242.62304","1051154907.94635","911043701.336484","985846848.955538","1276537394.95798","1314645378.15126","1393748971.19342","1348289662.30516","1469124873.94958","1714053781.51261","1765925801.0118","1900847571.18928","2137250000","2652977443.60902","2809825962.91013","2657838287.75268","3033316798.19617","2017003203.07495","2479436095.05459","2961573502.72232","3244812987.01299","3499125420.47093","3786566510.83723","4421737421.38365","4367879234.16789","4672922912.20557","4867944972.82609","5076387928.32443","5075506241.33148","5826340489.2661","6518863911.04665","7017574720.51107","7466434188.74172","8449943342.7762","9382425365.85366","9992860502.98534","10835626072.2156","11323784328.9372","11207911722.8199","11673570964.8098","11241640555.0582","11785825779.8453","13566214256.1127","14657495799.9802","16843432835.8209","19126375529.0496","21724525402.2781","28480531708.668","27111719157.8215","38830843006.3683","46530517391.6976","44605912300.1567","50218175596.7779","53476921684.2831","54260523260.2619","52214621770.1607","54201457060.9736",
"Lower middle income","LMC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","103080124937.057","106764371528.014","116359253553.146","122275492610.852","131748632782.923","139545153803.829","161761422977.736","202100615234.872","211705746221.671","225591162876.903","267257269230.626","302587777555.755","336395238744.511","416569894276.484","446213458926.894","454333509248.062","439180169302.353","442648491882.082","464412123491.576","483300136125.073","520124512403.008","544058793018.274","546572566655.706","591499805366.792","562597354105.558","585858725965.07","587398133134.528","642297372315.176","728375741096.631","811024244142.465","828601603460.572","757833013577.768","833179096688.12","843290987912.478","868585996113.946","934170322761.653","1060808465213.88","1174654424805.63","1341114615385.3","1565197522323.58","1950333442559.85","2150320690969.73","2257915037000.15","2758470582499.99","3137889908083.87","3294887792529.17","3558650488655.56","3760030653184.48","3807235547158.98","3961728632097.94","4277682564639.47",
"Low & middle income","LMY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","200176412565.56","205975780577.826","219232383920.246","236918825067.72","252993384144.711","270712464460.467","276617424702.673","298591023146.145","312561791045.722","338143709005.777","362244033163.182","396603779084.367","443689609001.326","538372214089.45","670196469514.309","758006011068.181","821041877726.657","930622913829.163","1024742586827.83","1197950006282.47","1410799576873.58","1565358586496.35","1563444760612.4","1520686250978.41","1558853226253.34","1620971551625.69","1711610867957.54","1719482673753.68","1837406067118.33","1880036840419.39","2126146713072.02","2246493921608.89","2153581613976.49","2335836882014.48","2547957554501.24","2871996854397.22","3151783986933.48","3330227868960.26","3238421904040.6","3151879692258.07","3393253103269.85","3437044412063.2","3585119445257.69","3956396871599.94","4542628981877.93","5338240522921.05","6178918342892.42","7571560323118.54","8847530717913.08","8820884324588.55","10486406962535.1","12273235869759.1","13148749654955","14114582141695.9","14783566828568.7","14013397682289.7","14173664933624.7","15365279932878.9",
"Lesotho","LSO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","37379252.4149517","38499230.0153997","44939101.2179756","51938961.2207756","56698866.0226795","59638807.2238555","69718605.6278874","69340613.1877362","71664566.7086658","74786504.2699146","81338373.2325353","93260626.3982103","104331989.07246","157204610.951009","211184694.628403","234753211.629479","253449862.00552","316352345.906164","359705611.775529","442161520.190024","562104519.774011","604464843.304843","","","","","","","","","","","","","","","","","","","","","","","","","","1721937122.09385","1670336052.87367","1731737953.90443","2205712137.35453","2483653316.99054","2403247685.74909","2280143899.98795","2112850431.36547","1893460128.04232","1775993464.63691","",
"Late-demographic dividend","LTE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","107825488803.141","115587662274.109","129026892533.967","133504247891.086","139257624822.373","144696655236.739","159759821526.999","173143698692.28","178261491456.6","189179791217.799","209932076453.044","230817895499.419","267242556267.818","336082634408.427","390817395823.909","421578130451.153","476182726711.436","546755505232.156","568615884237.727","671432150841.88","756464057335.436","813327038417.79","848148456556.019","774950981671.54","793493159106.454","830724629793.113","906667892801.356","908886437960.165","1003336893812.98","999728857833.966","1112673503678.18","1245841625726.24","1083072601652.36","1157544127051.36","1364444390134.85","1702537060622.92","1903774541234.17","1992130447296.92","1911759746162.46","1717505590388.56","1852644934528.79","1889255453021.13","1974846563444.96","2193659575000.5","2577781938023.6","3074606630067.22","3618902570185.96","4495612792185.75","5517877017797.38","5369656698423.22","6272911558435.51","7563839307605.87","8067930955879.11","8722063365868.43","9084598671065.97","8403092581065.78","8499038279445.6","9276151571704.38",
"Lithuania","LTU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5029486365.94019","5380115235.21795","6208304186.44799","6877261027.19033","7129864911.52352","7502708761.3293","8000888649.11523","9206739175.35456","12115040270.7276","14765371708.8922","16896485134.967","19462712009.035","25260818144.4992","31114932972.3401","25487058520.9897","23767512719.2183","27168558513.9533","26686688753.8272","29053229552.7897","30218773748.2965","26033834740.8772","27502627532.1519","30201108052.4778",
"Luxembourg","LUX","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","685545542.557483","775383574.081717","948650261.204289","1188038915.33844","1366917978.45899","1680118460.01974","1804539393.93939","2101520877.88407","2545596900.21775","2970967528.89378","3292276589.87447","2864173837.46197","2584022161.39855","2512136252.46548","2402639416.36414","2509197228.07256","3455462976.34098","4361711723.39276","4799525507.40538","4847415438.16544","6146912723.32207","6654669226.22563","7195938393.97742","7096660680.97015","7834615746.32264","9238686371.10016","9089198697.06841","8184595173.6581","8363144032.00711","8684450245.04581","8053970886.3092","8269062192.39374","9208461321.28741","11550945823.9278","13113039483.4865","13557551299.5896","14403935516.2464","16438253490.282","18380808554.2698","17546679633.2315","17131442261.6975","18801344582.031","18245971667.0176","19553275529.1913","20085355767.6739","17363040424.4","17739051840.119","18847524910.9352",
"Latvia","LVA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3781120935.53908","4055011485.45176","4354291071.86063","4546064577.62421","4890856353.59116","4964254924.68134","5155398477.72554","5866762164.62028","7207947361.9481","9010939248.08117","10406116988.1767","13776620265.8641","18493468745.7256","20642400233.8839","15864500973.0331","15154616913.6616","17383305310.2219","17128730052.2575","18640720764.4545","19196085943.1221","16279542071.2957","16945723154.2901","18680062174.9984",
"Macao SAR, China","MAC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","686979986.507758","659414270.785885","697165044.677303","755738360.754113","836120401.337793","946340732.602562","1126035370.49474","1286299306.68791","1473257698.54133","1732943542.84572","2029401803.74547","2303705005.27135","2607565041.51854","2874821155.14948","3121359710.7853","3240505059.37081","3190956033.48875","3165329896.52023","3089996137.50483","3101263459.26433","3179724649.58797","3224455193.7366","3526339408.14241","3857772340.87703","4297247981.60322","4994337908.635","5797433947.20764","6016933231.46675","6574941890.97998","7729166147.01554","8763188525.51346","9902744921.33228","11088004407.1065","11838071383.8447","11945816812.7978","12211687017.1941",
"St. Martin (French part)","MAF","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1569259203.636","1630621499.85179","1892394091.49294","2058583381.08883","2130172532.35846","2244047030.9258","2232190475.24948","2332378223.4957","2492046260.25096","2713565853.17656","2905305799.82215","3159207920.79208","3703377673.4481","4540505003.77414","5230285138.90796","6234916718.07526","6512117303.64537","7421180023.53829","8930736554.10757","10666897489.1642","13144154854.4429","11055281016.1824","10750554540.9264","10446662354.2812","9210593042.3926","9057385471.52936","11928298405.1667","13308043831.9456","14947874919.2969","15164581418.911","17730874889.2906","20096291468.5411","20814496861.0916","19351784643.5101","22222736618.494","24565566007.0258","27258575912.9866","24021747244.673","25198732174.8365","25282732742.4422","23946609617.9183","22688390701.5836","24432734289.0845","29604406636.4472","33713780345.0609","35691330073.3221","39291137750.6935","46085104305.2623","54282285846.9995","54787206314.9272","55136743810.2932","60826709848.0822","59836122571.9716","64527630717.9823","66989400806.538","59237528547.8734","60616161101.1981","64304422998.3492",
"Monaco","MCO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","993084947.516503","1140900847.82609","1491875909.09091","1405859050.27933","960660230.706372","1178105401.57962","1311439580.93699","1379716569.66036","1794160916.90216","2281352903.48223","2753589399.66348","3149794609.74328","4133339401.47777","5562397036.18168","4802389464.96724","5339988600.81007","6653564394.39115","6907847069.70292","7381597069.94629","7264527344.75192","5721731275.07506","5850285487.70817","6977669063.19261",
"Madagascar","MDG","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","574593826.519378","584859255.732146","608902449.430619","636757731.696202","669466179.60611","702620267.228276","737208400.617132","759132873.864667","814705662.067548","832081855.892691","882902928.257746","966190849.773891","1094547758.20921","1376819138.13242","1626430130.39888","1964753888.27309","1811230459.13307","1993298352.31883","2280803042.59337","3028798470.24313","3610671727.11923","3171847501.2562","3184704053.40968","3125294348.73383","2532825570.43576","2570930954.6362","2786309326.04178","2224518096.01417","2085163276.88994","2040215966.32235","2663250281.76648","2428131227.93348","2687396950.80357","3033711065.6514","2672676402.58517","2841567917.43497","3360370040.12187","3101101879.41745","3183444618.32744","3183031093.09293","3227698303.10569","3425417423.38993","3701049661.6196","4481419356.76639","3688751383.27806","4331160886.69452","4511773948.55262","5862930042.30214","7602923791.48602","7271435858.12904","7565493432.85724","8685039756.95237","8228363013.06986","8666053838.83977","8385557116.56524","7752755972.77158","7753037129.87392","8947033443.58832",
"Maldives","MDV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357758750371.746","368363653671.763","408223883101.222","450053906417.814","468775065817.458","484201674147.467","486071193185.66","493337581430.493","506555526488.519","502954576891.823","534878918654.863","599414125235.317","667184596373.142","768075934440.255","938951391240.578","1128085740019.95","1147110976429.17","1254612053363.3","1379809211830.6","1516559384681.95","1551256638443.08","1640562218060.66","1612702888418.98","1652719174744.84","",
"Mexico","MEX","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","10068640000","10885520000","11727040000","12670792000","15009512000","15972960000","17807200000","19457200000","21756560000","23704960000","25561744000","28702520000","32445312000","38959128000","50267528000","60473880000","60607811688.3117","54251615044.2478","67711982456.1404","86661364035.0877","126467869565.217","161018163265.306","107023085106.383","90605295587.0108","110786191895.113","119014838458.544","88605565544.2955","92343323900.7401","123869975364.04","153527137111.517","182790752328.806","221693408759.608","261113593007.852","347440306842.984","362252899765.933","238462864286.382","274830288443.824","333750105070.405","351025196803.853","403817003158.864","480939454185.879","521370500412.104","537864547120.961","512191973306.145","534444784688.995","602194251553.052","656079692270.992","707049077249.684","742944961409.562","592486798016.798","691266527302.944","765036291726.031","777400242985.687","847107026307.548","865872750347.941","766645512073.85","705329215177.801","753474879999.577",
"Marshall Islands","MHL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108565300","110896800","110792800","125120200","132524200","130706700","135350900","142902500","146859700","145481500","147969300","148390800","","",
"Middle income","MIC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","188366163135.306","193948791322.357","205872509625.228","221502870189.253","240227832595.891","255410228641.945","259272793958.662","282343945197.297","296037589566.185","319353633886.588","343141636372.82","375239110566.283","420412362324.76","510446117560.428","636439513981.074","718173127263.327","780015149041.505","884761454243.457","970755078551.866","1137162258065.42","1339700442645.18","1491950152222.4","1489549111888.4","1450499019035.52","1494718151248.28","1557227548270.58","1643179370518.65","1649769051545.52","1763990641517.74","1807282074045.56","2044787787065.12","2162049618148.72","2077014291536.1","2256731740848.26","2480668768871.89","2795115236515.47","3066662785146.13","3239786647339.56","3146182246127.18","3060101594453.61","3288064228624.12","3338948513357.02","3478239771931.8","3841096445418.91","4410418164130.4","5185387496150.43","6006410880834.47","7370281382415.69","8605981104145.07","8571278018563.67","10215120876672.7","11965977945317.7","12802840610703.9","13742845080473.7","14394865267115.4","13636216752500.7","13813528745225.1","14982734686071.5",
"Macedonia, FYR","MKD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2996855123.67491","3063617346.93878","1619583775.28973","1823817887.93103","2559976905.31178","3133359580.05249","3189308270.67669","2720620564.25703","2583846153.84615","2560509666.08084","2846852998.30056","2667000798.09398","3108168168.35484","3944567884.64406","4603636878.80106","5019103679.30979","5423775352.54847","6447782015.56904","7789417617.87726","7215616114.06647","7106403300.82133","7756585908.46198","7200873663.35145","7761885363.3881","7931395371.37332","6928665702.74645","7087958917.45631","7540917031.76592",
"Mali","MLI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","227731688.380002","269344130.241509","264345438.885739","281619840.732611","337784393.194713","383079061.57897","480736615.32277","547758326.281124","765894198.622668","815616646.125453","837912114.024887","1104486954.69518","1403115606.97174","2013383075.3182","1777560617.74215","1538862700.74554","1507440510.3053","1452573908.58179","1314463821.1916","1583906370.35061","1622667345.67437","1767774310.20231","1632407848.63591","2106569207.99163","2327134712.76314","2375019470.94697","2446503030.76748","1789296236.32509","2326496894.11005","2343754877.70168","2083451589.5471","2018675003.11042","2646549264.08046","2270907362.78722","2498071735.65918","2744143135.9957","3325898404.90447","3858352540.14501","4585056423.31735","4806683086.94313","5744802268.79892","7161851367.10084","7178492895.70663","7752512230.52958","9077484057.44765","8985903230.60225","10664435935.9566","11738177945.6529","10735756740.6854","11629539162.5276","12404030204.0253",
"Malta","MLT","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","199113641.046775","207165137.614679","236728847.884788","274327202.886742","311855774.585143","346427535.423407","358665555.892154","458655281.081631","543261000.334187","645587065.868263","824391747.45215","811731238.898757","833335104.166667","796752506.701082","773583294.533942","797951592.240117","981548066.419052","1141857355.86481","1315899831.32217","1371599162.35526","1628952856.94989","1718447410.35857","1871594427.24458","1648505221.78551","1807316823.81007","2076726653.6965","2237017627.44164","2302191079.96886","2436291302.9064","2596104175.63495","2707133058.98491","2778403128.87532","2864666864.66686","3341072038.23831","3826980568.01196","4028354682.25345","4289424162.58939","4770052012.04489","5281089790.53757","5199083078.63295","5052847682.11921","5574413122.04615","5258934858.0239","5615163170.47265","5764519570.12074","5138118110.23622","5317217477.87611","",
"Myanmar","MMR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27983806882.2245","30604897564.3899","28844845508.8566","28842832762.2535","30125777815.484","28437748348.611","32254689021.5995","",
"Middle East & North Africa (excluding high income)","MNA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185826315086.156","187703167037.635","211009801547.299","238925972445.288","253464830027.397","267635198200.524","267825951992.385","265748594866.885","275116287738.6","263351147608.839","280098577896.919","312280053532.483","349504830156.457","402100393274.642","496762902918.43","593045623537.378","663502806078.931","734329875887.275","832328398153.413","958509464950.295","938090679344.571","974065186848.46","948556970492.347","953853522079.368","",
"Montenegro","MNE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","688732797.635541","869392799.570124","1039249220.8896","1267074522.22097","1516142289.54557","1576857356.05024","2554113662.02484","3242734738.57104","4086841951.07661","3408969158.09947","3387025165.56291","3701786210.73116","3382203520.49338","3616181625.06638","3681631949.05135","3208358655.87224","3357375000","3637876943.881",
"Mongolia","MNG","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","1208968266.66667","1157667166.66667","1537248600","1170169725","1212821900","1743009266.66667","1958027100","2090430800","1929259700","1302120000","1309126315.78947","636199530.516432","342152885.58893","375668491.955805","777879226.945454","787118232.39479","637706173.495867","658046119.522856","618392590.823864","853894599.376355","958320052.473473","1077039992.25081","1118687947.04066","1291772441.36407","1392331324.53298","1614944965.46238","2058509289.21101","3162111307.97093","2678591537.1802","3969815208.44777","5359604597.5878","6517483297.41157","7020658395.10082","6924120664.79469","6938589993.28633","5920201387.01706","5650425340.47781",
"Northern Mariana Islands","MNP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459000000","470000000","477000000","425000000","474000000","480000000","504000000","431000000","442000000","451000000","469000000","493000000","520000000","519000000","535000000","",
"Mozambique","MOZ","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","3677787037.03704","3588855524.07932","3724111111.11111","3098741293.53234","3303415094.33962","4274305555.55556","5025707920.79208","2457098039.21569","2178089401.44872","2418350785.34031","3242496717.25326","3217788915.99861","2323268069.35515","2293933815.89937","2258479166.66667","2527693928.33083","3440097027.54633","3868004114.83419","4048458684.92412","4038759994.05093","3903839005.20122","3337348548.07859","4192704426.0495","4684429033.35674","5504689176.44246","6198270985.64676","6385641613.64996","7227726272.52779","8694847320.64229","8569779764.73837","7901855954.48777","9962166886.84309","11315101557.047","12062230128.1221","11869278521.4671","10029922245.9826","7811923718.89943","8591755995.69294",
"Mauritania","MRT","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","137567296000","37982614.4033148","37181294.3473661","43271335.6848874","51551652.382142","62075682.0558951","65101866.0416263","74440098.4937161","85628695.2459758","83317486.0493196","89869564.1119731","94803631.0447131","117675498.918521","199384113.295349","283109212.495511","293893988.377724","274004110.828753","259618658.455413","254941814.005215","353293162.348638","412947289.23845","454047294.756141","587886561.306806","561093131.750549","526144375.797903","434841561.887494","560189446.722689","589058909.340334","579276413.925522","618966435.697323","705363314.046697","992031314.600626","1132077678.19183","1050555742.26446","613353381.34736","1067773084.27347","1210549154.6545","1254049036.89753","1045857297.48085","1024186352.22467","963822169.708856","954711337.637225","972263468.893508","1100546249.85743","1230719799.24528","1421660139.4277","1600063291.13924","1891551266.94451","2279402868.8151","2180043876.9901","2230812812.52144","2320971433.74782","2498447522.90661","2684758928.49307","2856867727.0776","2799450121.10612","2738814990.51422","2228511015.54184",
"Mauritius","MUS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","440469954.351568","543792471.962829","677234598.348287","815459488.59403","853948960.868264","814300900.800089","763485858.818119","758059831.54226","713100439.845511","719961146.18747","891106754.5892","1140687363.14081","1307143335.54105","1395428136.76245","1683116358.86568","1768526593.53577","1962463336.58888","2006414806.21034","2218494732.85673","2532044414.28021","2726592564.11542","2571507638.68112","2556231487.07732","2676827577.44443","2763323848.74436","2704252570.43595","2894869150.9245","3446159199.3262","4067010124.18859","4317458191.22463","4691734919.46853","5413668777.56381","7218973176.62937","6686743972.11497","7321760372.13654","8452832160.52393","8663860232.94509","9006331958.80318","9546953784.25686","8734592816.77967","8998083951.61767","9899134025.88062",
"Malawi","MWI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","8264000000","149377012.459751","159176816.463671","166456670.866583","164636707.265855","192776144.47711","213495730.085398","216652858.326429","200648025.921037","215888635.545422","211568462.73851","285112528.583464","310129740.518962","329549615.525449","380646695.197337","422783051.632322","456297918.948521","535385978.513678","595235273.201375","724078834.61868","865656938.80064","870099408.019658","795641875.888205","836142322.097378","839323616.810528","785469140.829504","828273601.633443","780640150.314665","994807324.405575","1190215655.00997","1345487192.64172","1626026005.06546","1533735187.18952","1819890319.79649","844512602.444943","1109266421.08913","1887393239.0502","2213409980.41863","1351209402.46583","1548167149.4122","1422505872.98762","1380593451.55567","3054192568.65576","2829593690.63807","3148488913.27304","3411808884.03232","3505482727.43848","3357749079.15943","4267122684.93151","4409012150.59857","990463074.921355","1072769490.29318","867189685.785248","903292727.971748","759131899.182157","885842877.207211","738203278.193529","861908175.03891",
"Malaysia","MYS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1526134979.7465","1597921207.36966","1666659839.27871","1782804684.43748","1884388965.11172","1987327714.62172","2094668398.01385","2211151737.88057","2281583529.3349","2425156115.24892","2511502678.6881","2722247288.92966","3196900695.13406","4412608071.05145","5488793153.58731","5685231304.13058","6084565627.9509","7134631901.84049","8765161442.14162","10612914915.0064","12830775047.0853","13763599062.5407","14747345122.8912","16280159264.2054","17512291047.9604","16816754047.5232","14656246145.5024","15503650976.3455","17352986787.8418","19425207435.0266","22805649007.357","25640456793.7155","29743982408.6072","32300221436.6186","35851242188.6908","42509170653.9075","46424199061.9286","45348498828.8736","29993375458.6221","32909473684.2105","41037105263.1579","42794210526.3158","45390789473.6842","49124736842.1053","54887105263.1579","63422407647.0122","72129109645.0575","87391784966.2555","103187890491.037","98785122258.4764","122704976560.802","142921568627.451","156124708624.709","167491510362.119","177208286229.338","160355140186.916","162678205529.976","174080318109.943",
"North America","NAC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","356699651247.776","367886853820.082","390583966731.204","411452402298.776","442324778628.123","477177217411.078","516977841947.169","545806402421.959","599591030173.433","650256149515.321","696713159581.934","756189997841.696","832441741215.771","922488977580.492","1017062183463.87","1127328283803.2","1261175302722.12","1391418506672.55","1545808263426.23","1719637729516.81","1900966543630.93","2098833621345.91","2241878792027.36","2470964308585.92","2688991561003.73","2920071298443.68","3107798322181.45","3329194764436.37","3623178514407.4","3902807877703.89","4157462123052.35","4310167809404.89","4558107076248.98","4804485141677.68","5069006314809.51","5322325836322.87","5623709938983.63","5933078877884.36","6264983386757.41","6688706123430.2","7198659061230.68","7510574128609.81","7810455050767.83","8264305342191.29","8821833164929.71","9431284646845.68","10022163416905.1","10554711145629.8","10859627379997.6","10638560626302.3","11123993771143.8","11691386006989.8","12075080449244.2","12394747884126.5","12870247678663.4","13231629621659.7","13717623918575.7","",
"Namibia","NAM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","1200576656.39445","1671659298.08569","1590903205.01013","1656659815.09739","1413725208.43218","902329205.366357","1077016455.14223","1613852603.14342","1527689289.64152","1569591947.22995","1486292505.70092","1925107051.02669","2011506206.17111","1951653395.35453","2077958178.43866","2301221967.96339","2336559556.20682","2559917187.5","2348965559.03261","2326067861.52713","2374946208.82446","2294076232.40255","2067856091.15144","3243199598.13344","4011980045.51295","4203974195.27306","4480616702.35546","4991817285.03705","5335519694.47538","6255244332.46398","7132651327.6512","8237988885.98146","8466959074.29963","8369422315.66737","8294212647.54393","8338169826.55245","8467283401.77309","9094015488.73649",
"New Caledonia","NCL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","577870915.265018","551510590.092505","495045943.141064","456256095.593661","468270817.914079","705125689.994823","","","","1955156739.55494","","","","","","","","","","","","","","","","","","","","","","","","","","","",
